lat,lon,Name,comparison
55.59442850000001,13.0004363,no_name,15.620499351813308
50.1027549,14.424556299999999,no_name,16.431676725154983
49.0141055,8.3922219,no_name,16.431676725154983
52.359156899999995,4.909942,no_name,16.76305461424021
52.3587078,4.9079019,no_name,17.05872210923198
50.062496200000005,14.434874300000002,no_name,17.86057109949175
50.815364100000004,4.383056,no_name,18.411952639521967
54.907304700000005,8.3098825,no_name,18.867962264113206
47.3651502,8.5285103,no_name,19.261360284258224
34.762814,137.3816379,no_name,19.467922333931785
53.577934899999995,10.017821699999999,no_name,19.570385790780925
47.56710089999999,9.1081628,no_name,19.621416870348583
48.7039544,8.9992871,no_name,19.621416870348583
51.763730200000005,14.3371552,no_name,19.87460691435179
53.0115519,18.614369500000002,no_name,19.949937343260004
48.575975799999995,7.7626774,no_name,20.149441679609886
48.154999600000004,11.5558365,no_name,20.37154878746336
47.1296299,8.7515718,no_name,20.46948949045872
50.92568789999999,6.9321329,no_name,20.566963801203133
52.222404,21.0058204,no_name,20.688160865577203
47.2558176,11.3919005,no_name,20.784609690826528
48.2322558,16.3580514,no_name,20.83266665599966
37.4010352,140.3840466,no_name,21.02379604162864
47.362776600000004,8.5539212,no_name,21.400934559032695
51.1317347,9.2726258,no_name,21.400934559032695
50.0648066,14.447840300000003,no_name,21.540659228538015
48.1940519,16.4075341,no_name,21.61018278497431
52.1188597,11.629406699999999,no_name,21.77154105707724
47.564612200000006,7.598122099999999,no_name,21.840329667841555
48.060709,8.5347989,no_name,22.02271554554524
52.11856220000001,11.6291575,no_name,22.06807649071391
47.2059737,-1.5515461000000002,no_name,22.135943621178654
48.0616885,8.5346349,no_name,22.135943621178654
48.2096347,16.3974321,no_name,22.293496809607955
43.4852446,-8.2296058,no_name,22.40535650240808
42.698945,23.309278600000003,no_name,22.516660498395403
47.125373100000004,8.7424443,no_name,22.538855339169288
52.1184075,11.628388000000001,no_name,22.627416997969522
52.5329295,13.3902577,no_name,22.759613353482084
48.139103399999996,11.5989571,no_name,22.80350850198276
50.105324200000005,8.655102099999999,no_name,22.825424421026653
48.838392,2.3843103,no_name,22.847319317591726
48.2352075,16.3676396,no_name,22.9128784747792
49.441543200000005,11.854026800000002,no_name,23.0
47.2068185,-1.5477299999999998,no_name,23.065125189341593
41.8070756,12.679466099999999,no_name,23.194827009486403
47.257048,8.8544992,no_name,23.2163735324878
47.1933135,-1.5493956,no_name,23.366642891095847
47.382248499999996,8.5489106,no_name,23.40939982143925
22.3036969,114.17923,no_name,23.49468024894146
45.7464191,4.8354027,no_name,23.49468024894146
50.9242163,6.9313155,no_name,23.49468024894146
47.38087120000001,8.514953,no_name,23.515952032609693
49.351882,8.1425838,no_name,23.515952032609693
50.9228905,6.933745,no_name,23.62202362203543
48.579299400000004,7.7342802,no_name,23.68543856465402
51.3114468,9.4794486,no_name,23.706539182259394
48.1387758,11.5995863,no_name,23.706539182259394
50.924059,6.9382049,no_name,23.769728648009426
48.224472,16.338786600000002,no_name,23.769728648009426
48.2882034,14.298115099999999,no_name,23.790754506740637
51.5533809,-0.1677892,no_name,23.790754506740637
48.784867,9.174150599999999,no_name,23.811761799581316
49.0123408,8.3856058,no_name,23.811761799581316
22.3037706,114.17897430000001,no_name,23.853720883753127
52.3880778,4.6385788,no_name,23.874672772626646
50.923016,6.9339823,no_name,23.916521486202797
51.0753757,13.7476389,no_name,23.958297101421877
47.34801220000001,7.9078094,no_name,23.979157616563597
50.1035925,14.388485300000001,no_name,24.0
52.008362,4.3520747,no_name,24.020824298928627
52.5239515,13.3766307,no_name,24.041630560342615
47.5697548,7.589166199999999,no_name,24.06241883103193
47.3963097,8.5369673,no_name,24.06241883103193
48.0026747,7.850617999999999,no_name,24.1039415863879
22.3038319,114.1787138,no_name,24.1039415863879
52.083758,4.329746,no_name,24.1039415863879
49.6073743,6.5463084,no_name,24.124676163629637
55.7541228,37.6553407,no_name,24.124676163629637
50.8937528,14.8114146,no_name,24.166091947189145
47.34143579999999,8.5338709,no_name,24.166091947189145
47.7183835,10.316955199999999,no_name,24.166091947189145
48.2417848,16.385227599999997,no_name,24.166091947189145
51.1975299,4.4181067,no_name,24.186773244895647
48.9730425,2.306964,no_name,24.20743687382041
48.00202120000001,7.8504651,no_name,24.20743687382041
45.1487084,5.718578,no_name,24.228082879171435
50.7704856,15.0601967,no_name,24.289915602982237
55.7538025,37.655550399999996,no_name,24.413111231467404
49.2935065,8.7010069,no_name,24.43358344574123
50.9294856,11.5766216,no_name,24.43358344574123
50.116424,8.6498447,no_name,24.454038521274967
48.0020123,7.850840299999999,no_name,24.454038521274967
41.1183527,16.869063399999998,no_name,24.535688292770594
22.3031031,114.1795962,no_name,24.55605831561735
50.9868564,11.3259094,no_name,24.55605831561735
51.764073700000004,14.325977400000001,no_name,24.55605831561735
48.763382899999996,9.1595591,no_name,24.576411454889016
48.2352374,16.3697256,no_name,24.596747752497688
47.600260299999995,19.3438508,no_name,24.61706725018234
49.229617,16.5922938,no_name,24.61706725018234
48.007831599999996,7.856026700000001,no_name,24.61706725018234
49.2589611,4.0243465,no_name,24.677925358506133
41.1186523,16.8667574,no_name,24.698178070456937
35.6728974,139.48282680000003,no_name,24.73863375370596
35.6727097,139.48253590000002,no_name,24.79919353527449
48.038683,14.4233358,no_name,24.819347291981714
47.3423967,8.534394599999999,no_name,24.859605789312106
54.3026174,9.6624984,no_name,24.919871588754223
50.8821006,12.0876683,no_name,24.95996794869737
47.8567311,12.3484841,no_name,24.979991993593593
48.581460899999996,7.766516800000001,no_name,25.0
